Customer_ID,Bank_Name,Customer_Segment,Daily_Txn_Frequency,Daily_Txn_Limit,Daily_Amount_Spent,Daily_Amount_Limit,Monthly_Txn_Frequency,Monthly_Txn_Limit,Monthly_Amount_Spent,Monthly_Amount_Limit,Risk_Score,Risk_Category
CUST103222,State Bank of India,Mass Retail,15,13,41800,50000,362,335,1040000,1070000,99.7,High Risk
CUST103223,Punjab National Bank,Mass Retail,4,13,11100,75000,79,270,215000,1450000,21.6,Low Risk
CUST103224,Federal Bank,Mass Retail,0,8,30500,75000,9,179,790000,1870000,24.3,Low Risk
CUST103225,State Bank of India,Mass Retail,1,8,19400,100000,22,180,403000,2430000,15.4,Low Risk
CUST103226,ICICI Bank,Business,29,83,475800,1000000,417,1716,9903000,20050000,40.1,Low-Medium Risk
CUST103227,Canara Bank,Mass Retail,9,10,39200,50000,210,231,1005000,1090000,87.4,Medium Risk
CUST103228,Bank of Baroda,Mass Retail,12,12,63500,75000,259,265,1443000,1520000,94.0,High Risk
CUST103229,Punjab National Bank,Mass Retail,3,10,16100,40000,63,221,249000,940000,31.5,Low Risk
CUST103230,ICICI Bank,Mass Retail,6,12,16600,75000,134,258,317000,1840000,33.4,Low Risk
CUST103231,Punjab National Bank,Affluent,4,16,196900,400000,87,306,3450000,8200000,37.1,Low Risk
CUST103232,Kotak Mahindra Bank,Affluent,7,20,51400,200000,150,453,1007000,4730000,28.1,Low Risk
CUST103233,Canara Bank,Mass Retail,2,13,1400,75000,45,278,23000,1610000,7.7,Low Risk
CUST103234,Canara Bank,Mass Retail,2,9,28800,75000,41,171,547000,1560000,30.6,Low Risk
CUST103235,IDFC First Bank,Mass Retail,3,10,22200,50000,49,212,540000,1230000,36.3,Low Risk
CUST103236,Axis Bank,Mass Retail,2,7,23800,75000,48,147,459000,1620000,30.4,Low Risk
CUST103237,Canara Bank,Mass Retail,6,11,19200,50000,125,239,315000,1060000,42.6,Low-Medium Risk
CUST103238,Kotak Mahindra Bank,SME,16,51,65300,200000,316,1016,1022000,4540000,29.3,Low Risk
CUST103239,Federal Bank,Affluent,4,19,114300,300000,74,429,1820000,5950000,27.7,Low Risk
CUST103240,Canara Bank,Affluent,3,18,14800,400000,49,429,216000,8110000,8.1,Low Risk
CUST103241,Federal Bank,Mass Retail,11,12,66500,50000,268,281,1234000,1230000,106.4,High Risk
CUST103242,Kotak Mahindra Bank,Affluent,3,14,4500,150000,47,345,99000,3410000,9.4,Low Risk
CUST103243,IDFC First Bank,Affluent,2,19,27500,100000,36,421,586000,2380000,19.2,Low Risk
CUST103244,IDFC First Bank,Premium,1,22,164600,750000,27,498,2762000,14920000,13.7,Low Risk
CUST103245,HDFC Bank,Premium,22,24,192400,300000,670,592,3486000,6540000,77.9,Medium Risk
CUST103246,Kotak Mahindra Bank,Mass Retail,3,13,7600,40000,59,286,125000,990000,18.6,Low Risk
CUST103247,IndusInd Bank,Affluent,2,13,21100,150000,45,311,375000,3030000,13.7,Low Risk
CUST103248,Punjab National Bank,Mass Retail,3,13,17400,100000,83,287,300000,1910000,20.7,Low Risk
CUST103249,Punjab National Bank,Business,17,46,2987800,5000000,381,1009,56789000,107880000,48.1,Low-Medium Risk
CUST103250,Bank of India,Affluent,2,19,7700,100000,55,462,109000,2070000,8.7,Low Risk
CUST103251,ICICI Bank,Affluent,4,15,29100,300000,61,303,393000,5740000,15.1,Low Risk
CUST103252,Bank of India,Mass Retail,13,13,21100,25000,300,278,489000,610000,91.7,High Risk
CUST103253,Bank of India,Affluent,4,15,84700,400000,78,309,2127000,9970000,23.2,Low Risk
CUST103254,Canara Bank,Mass Retail,3,9,23500,100000,42,194,395000,2200000,23.9,Low Risk
CUST103255,HDFC Bank,Mass Retail,15,13,19900,25000,314,268,469000,590000,95.6,High Risk
CUST103256,Union Bank of India,Mass Retail,5,13,800,40000,103,300,19000,960000,17.0,Low Risk
CUST103257,Federal Bank,Premium,8,28,263900,1000000,174,688,4359000,22910000,24.5,Low Risk
CUST103258,Axis Bank,Mass Retail,3,10,19800,75000,56,245,342000,1370000,25.9,Low Risk
CUST103259,Bank of India,Mass Retail,10,9,24500,40000,254,194,459000,760000,87.1,Medium Risk
CUST103260,Indian Bank,Business,20,75,116700,1000000,387,1944,1764000,18500000,16.5,Low Risk
CUST103261,State Bank of India,Mass Retail,2,10,37300,100000,46,232,565000,1810000,27.8,Low Risk
CUST103262,Federal Bank,Affluent,1,13,22100,100000,16,283,342000,2010000,14.0,Low Risk
CUST103263,Federal Bank,Mass Retail,9,10,20400,25000,245,248,482000,520000,90.6,High Risk
CUST103264,Bank of India,Mass Retail,10,10,79700,100000,225,241,1842000,1970000,91.2,High Risk
CUST103265,Punjab National Bank,Premium,4,25,82800,500000,77,606,1251000,9230000,15.1,Low Risk
CUST103266,Yes Bank,Mass Retail,0,8,41900,75000,3,163,822000,1630000,30.1,Low Risk
CUST103267,Union Bank of India,Affluent,5,15,47800,100000,85,334,952000,1990000,39.6,Low Risk
CUST103268,Indian Bank,Affluent,0,15,32000,100000,4,375,498000,2360000,15.1,Low Risk
CUST103269,Bank of India,Affluent,17,16,117500,200000,469,360,3340000,3610000,94.5,High Risk
CUST103270,Kotak Mahindra Bank,Premium,7,30,475000,1000000,152,714,11838000,23900000,37.1,Low Risk
CUST103271,Bank of Baroda,Mass Retail,3,13,17800,100000,59,301,431000,2470000,19.3,Low Risk
CUST103272,Yes Bank,Mass Retail,5,11,5400,40000,92,274,109000,920000,24.7,Low Risk
CUST103273,Yes Bank,Premium,2,21,133100,1000000,40,441,2489000,23140000,10.9,Low Risk
CUST103274,Union Bank of India,Affluent,8,17,52200,100000,148,391,1045000,2450000,45.3,Low-Medium Risk
CUST103275,HDFC Bank,Business,8,46,550600,1500000,128,914,10019000,29200000,26.7,Low Risk
CUST103276,Bank of Baroda,Business,7,43,2473100,5000000,124,1025,52423000,124810000,31.6,Low Risk
CUST103277,ICICI Bank,Business,25,77,109900,1500000,555,1858,1980000,35120000,17.3,Low Risk
CUST103278,Federal Bank,Affluent,2,12,14600,100000,35,232,269000,2310000,14.6,Low Risk
CUST103279,Union Bank of India,Mass Retail,3,7,11700,75000,65,166,209000,1540000,26.4,Low Risk
CUST103280,HDFC Bank,Premium,25,27,368600,300000,723,591,7169000,6550000,112.3,High Risk
CUST103281,IndusInd Bank,Affluent,2,19,11900,100000,36,378,187000,2260000,10.2,Low Risk
CUST103282,Federal Bank,Mass Retail,12,13,55600,50000,326,285,1482000,1120000,113.4,High Risk
CUST103283,Bank of India,Business,12,84,867100,1500000,243,1710,13599000,34400000,33.6,Low Risk
CUST103284,Kotak Mahindra Bank,Business,70,57,1044700,1500000,1305,1249,21505000,27870000,91.1,High Risk
CUST103285,Yes Bank,Affluent,2,17,43300,150000,44,369,918000,3070000,21.8,Low Risk
CUST103286,Axis Bank,Mass Retail,3,10,11700,40000,88,242,214000,840000,29.6,Low Risk
CUST103287,Punjab National Bank,Mass Retail,4,8,14400,50000,103,195,237000,990000,37.5,Low Risk
CUST103288,IndusInd Bank,Business,13,56,220300,1500000,233,1302,3049000,28810000,16.3,Low Risk
CUST103289,HDFC Bank,Business,52,46,1092600,1000000,1127,881,24017000,18970000,119.1,High Risk
CUST103290,Federal Bank,Mass Retail,5,11,4800,25000,118,281,83000,510000,28.9,Low Risk
CUST103291,Yes Bank,Mass Retail,3,8,22800,50000,75,190,419000,1070000,40.7,Low-Medium Risk
CUST103292,State Bank of India,Business,37,68,275200,500000,619,1308,5087000,9220000,53.0,Low-Medium Risk
CUST103293,Punjab National Bank,Mass Retail,0,10,1000,100000,4,247,20000,2460000,1.0,Low Risk
CUST103294,Federal Bank,Affluent,3,16,54800,150000,48,326,868000,3500000,24.8,Low Risk
CUST103295,Yes Bank,SME,10,30,241200,400000,175,692,4684000,9250000,43.8,Low-Medium Risk
CUST103296,IDFC First Bank,Mass Retail,1,8,8800,75000,22,178,112000,1440000,10.9,Low Risk
CUST103297,Yes Bank,Affluent,3,19,110400,400000,67,417,2248000,8890000,21.9,Low Risk
CUST103298,Kotak Mahindra Bank,Mass Retail,1,8,3100,25000,20,202,57000,540000,11.3,Low Risk
CUST103299,Punjab National Bank,Mass Retail,4,6,17100,50000,60,132,436000,1240000,44.0,Low-Medium Risk
CUST103300,Yes Bank,Business,7,65,143900,1500000,148,1269,2264000,34850000,9.5,Low Risk
CUST103301,IndusInd Bank,Affluent,9,15,93500,100000,208,384,2872000,2200000,88.1,Medium Risk
CUST103302,Bank of Baroda,SME,1,49,3600,200000,27,1247,87000,4790000,2.0,Low Risk
CUST103303,Federal Bank,Affluent,6,17,22700,200000,153,404,432000,3820000,22.2,Low Risk
CUST103304,Federal Bank,Mass Retail,1,13,5300,50000,21,290,67000,910000,8.3,Low Risk
CUST103305,Indian Bank,Mass Retail,1,7,9300,25000,22,138,138000,570000,23.7,Low Risk
CUST103306,Yes Bank,Mass Retail,3,7,39600,75000,69,172,633000,1400000,45.7,Low-Medium Risk
CUST103307,Yes Bank,Mass Retail,3,10,14500,40000,51,195,202000,750000,30.0,Low Risk
CUST103308,Federal Bank,Mass Retail,2,6,14800,75000,34,117,321000,1740000,24.3,Low Risk
CUST103309,Bank of Baroda,Mass Retail,4,8,30200,75000,100,182,471000,1490000,43.3,Low-Medium Risk
CUST103310,Yes Bank,Affluent,2,17,83500,150000,31,342,1495000,3360000,32.6,Low Risk
CUST103311,IndusInd Bank,Premium,5,20,38700,500000,95,381,680000,12210000,14.9,Low Risk
CUST103312,Axis Bank,Premium,10,30,326600,750000,202,659,6128000,15160000,37.6,Low Risk
CUST103313,Union Bank of India,Premium,26,22,201800,300000,418,439,5514000,5860000,91.9,High Risk
CUST103314,Indian Bank,Mass Retail,6,11,16200,100000,123,221,257000,1870000,32.8,Low Risk
CUST103315,Union Bank of India,Mass Retail,6,13,19300,75000,100,254,381000,1420000,33.5,Low Risk
CUST103316,Kotak Mahindra Bank,Premium,16,31,238000,750000,344,634,4152000,13830000,40.7,Low-Medium Risk
CUST103317,Punjab National Bank,Affluent,12,13,125600,150000,388,312,3451000,2790000,105.8,High Risk
CUST103318,Union Bank of India,Mass Retail,2,11,17800,100000,50,271,378000,2100000,18.0,Low Risk
CUST103319,Canara Bank,Business,75,71,971800,1000000,1675,1574,20715000,20250000,102.4,High Risk
CUST103320,Canara Bank,Premium,8,31,272800,1000000,174,699,4164000,22950000,23.8,Low Risk
CUST103321,Kotak Mahindra Bank,Affluent,3,18,3200,150000,55,346,72000,3610000,8.4,Low Risk
CUST103322,Axis Bank,Mass Retail,1,12,30600,100000,19,234,646000,2350000,19.8,Low Risk
CUST103323,Punjab National Bank,Premium,3,31,476500,1000000,42,645,9249000,21710000,29.2,Low Risk
CUST103324,Kotak Mahindra Bank,Affluent,1,21,85900,300000,25,479,1142000,5620000,15.9,Low Risk
CUST103325,ICICI Bank,Premium,3,30,152400,750000,50,725,3509000,17230000,14.9,Low Risk
CUST103326,Canara Bank,Premium,22,33,48800,750000,374,767,935000,15400000,29.2,Low Risk
CUST103327,Punjab National Bank,Business,39,57,490100,5000000,799,1239,7710000,93000000,34.1,Low Risk
CUST103328,Punjab National Bank,Affluent,0,15,18400,100000,4,297,304000,2390000,8.9,Low Risk
CUST103329,IndusInd Bank,Mass Retail,3,8,300,50000,79,196,6000,1020000,17.7,Low Risk
CUST103330,Indian Bank,Premium,29,28,99800,750000,603,603,2609000,14650000,53.6,Low-Medium Risk
CUST103331,Bank of Baroda,Affluent,4,18,11200,100000,96,435,263000,2410000,15.8,Low Risk
CUST103332,Bank of Baroda,Premium,6,26,128800,500000,109,587,2342000,12160000,21.8,Low Risk
CUST103333,Axis Bank,Mass Retail,12,12,90500,75000,366,290,1763000,1530000,115.8,High Risk
CUST103334,IndusInd Bank,Mass Retail,1,12,22100,50000,23,304,319000,1020000,24.5,Low Risk
CUST103335,HDFC Bank,Business,43,84,414900,1000000,878,2138,8586000,22060000,42.6,Low-Medium Risk
CUST103336,IDFC First Bank,Premium,26,21,973900,750000,460,478,22227000,17350000,120.6,High Risk
CUST103337,IDFC First Bank,Business,13,60,516300,5000000,274,1355,9637000,92210000,14.8,Low Risk
CUST103338,Indian Bank,Premium,10,33,116700,300000,173,688,2145000,6650000,32.0,Low Risk
CUST103339,Bank of India,Affluent,8,18,15300,100000,181,460,347000,2470000,26.4,Low Risk
CUST103340,HDFC Bank,Premium,2,30,116300,1000000,44,666,1610000,19830000,8.7,Low Risk
CUST103341,State Bank of India,Business,5,61,176200,500000,86,1213,3177000,12180000,20.4,Low Risk
CUST103342,Yes Bank,Affluent,3,17,6100,100000,51,374,138000,2470000,10.4,Low Risk
CUST103343,Canara Bank,Affluent,3,15,38400,200000,58,298,513000,3980000,17.5,Low Risk
CUST103344,Union Bank of India,Mass Retail,3,7,8500,50000,57,158,147000,1160000,25.8,Low Risk
CUST103345,Indian Bank,Affluent,1,14,47000,300000,18,321,900000,5900000,11.5,Low Risk
CUST103346,Punjab National Bank,Premium,12,34,135700,300000,273,726,2670000,6950000,39.3,Low Risk
CUST103347,Kotak Mahindra Bank,Mass Retail,3,12,6100,40000,48,234,122000,940000,18.0,Low Risk
CUST103348,State Bank of India,Mass Retail,6,6,23700,25000,201,154,304000,490000,94.8,High Risk
CUST103349,Indian Bank,Mass Retail,2,10,11700,75000,46,244,274000,1730000,17.5,Low Risk
CUST103350,ICICI Bank,Mass Retail,8,10,62900,75000,232,249,1293000,1780000,82.0,Medium Risk
CUST103351,Indian Bank,Mass Retail,1,6,2900,25000,27,129,43000,510000,14.0,Low Risk
CUST103352,Canara Bank,Affluent,1,15,27600,100000,9,365,520000,1920000,17.4,Low Risk
CUST103353,Indian Bank,Business,17,88,663900,1000000,381,1971,9294000,18640000,40.8,Low-Medium Risk
CUST103354,Punjab National Bank,Affluent,5,18,94900,400000,89,367,1929000,8810000,24.3,Low Risk
CUST103355,Bank of Baroda,Mass Retail,8,13,42100,100000,146,258,702000,2480000,45.8,Low-Medium Risk
CUST103356,IndusInd Bank,Mass Retail,12,10,62900,50000,215,214,1434000,1190000,117.6,High Risk
CUST103357,Yes Bank,Premium,7,21,448000,1000000,114,419,8239000,21050000,36.7,Low Risk
CUST103358,Bank of India,Mass Retail,5,11,110500,100000,157,286,2244000,2180000,81.6,Medium Risk
CUST103359,Canara Bank,Business,12,46,704500,5000000,243,890,12791000,99780000,19.2,Low Risk
CUST103360,ICICI Bank,Premium,9,27,713000,750000,252,596,18065000,14360000,78.4,Medium Risk
CUST103361,ICICI Bank,Premium,3,21,200600,750000,68,465,3878000,16030000,20.7,Low Risk
CUST103362,Yes Bank,Mass Retail,13,13,19900,25000,330,274,396000,530000,91.8,High Risk
CUST103363,Union Bank of India,Premium,14,32,46600,500000,238,736,863000,10830000,21.5,Low Risk
CUST103364,IDFC First Bank,Mass Retail,4,6,134300,100000,91,120,2376000,2470000,95.9,High Risk
CUST103365,Bank of Baroda,SME,3,52,69700,750000,62,1273,1325000,16670000,7.2,Low Risk
CUST103366,Bank of Baroda,Affluent,10,16,13500,300000,201,341,303000,6670000,29.1,Low Risk
CUST103367,Bank of Baroda,Mass Retail,3,13,1300,40000,61,301,21000,760000,11.1,Low Risk
CUST103368,Federal Bank,Mass Retail,3,9,11900,40000,82,216,257000,1000000,31.3,Low Risk
CUST103369,State Bank of India,Mass Retail,3,10,23500,40000,75,252,570000,940000,46.8,Low-Medium Risk
CUST103370,Union Bank of India,Premium,33,31,754700,750000,734,770,20038000,18110000,103.6,High Risk
CUST103371,Bank of India,Mass Retail,4,8,15300,25000,76,186,323000,520000,54.5,Low-Medium Risk
CUST103372,State Bank of India,Affluent,6,20,52900,200000,120,434,771000,4300000,25.1,Low Risk
CUST103373,Bank of Baroda,Mass Retail,1,11,7500,25000,27,248,127000,540000,19.5,Low Risk
CUST103374,Kotak Mahindra Bank,Premium,1,32,179400,500000,24,780,2993000,9680000,20.1,Low Risk
CUST103375,State Bank of India,Business,22,76,1112200,2500000,473,1911,20230000,57070000,34.0,Low Risk
CUST103376,IndusInd Bank,Premium,23,31,447000,500000,580,612,10663000,12160000,86.7,Medium Risk
CUST103377,Yes Bank,Premium,4,25,114100,1000000,84,542,1453000,19150000,12.1,Low Risk
CUST103378,Canara Bank,Mass Retail,0,13,5200,40000,6,318,82000,740000,7.2,Low Risk
CUST103379,State Bank of India,Mass Retail,1,12,2800,75000,17,264,51000,1740000,5.0,Low Risk
CUST103380,Yes Bank,Premium,12,32,38800,750000,233,682,646000,14930000,18.4,Low Risk
CUST103381,Canara Bank,Mass Retail,5,9,1800,25000,84,197,28000,560000,25.1,Low Risk
CUST103382,Bank of Baroda,Affluent,5,21,11000,150000,99,488,258000,3430000,13.9,Low Risk
CUST103383,ICICI Bank,Mass Retail,1,10,31900,75000,15,260,670000,1520000,27.9,Low Risk
CUST103384,Federal Bank,Mass Retail,2,6,15900,75000,49,135,284000,1780000,25.5,Low Risk
CUST103385,Kotak Mahindra Bank,Mass Retail,16,13,31400,50000,348,266,1093000,1090000,101.5,High Risk
CUST103386,Canara Bank,Business,8,49,86300,500000,160,987,1607000,12040000,15.4,Low Risk
CUST103387,Kotak Mahindra Bank,Mass Retail,9,12,88600,100000,259,232,2201000,2330000,92.4,High Risk
CUST103388,Yes Bank,Affluent,1,12,800,100000,32,275,17000,2410000,5.0,Low Risk
CUST103389,ICICI Bank,Mass Retail,4,12,8100,40000,92,274,99000,730000,24.3,Low Risk
CUST103390,Yes Bank,Premium,4,29,76700,500000,75,593,1038000,9850000,13.2,Low Risk
CUST103391,HDFC Bank,Mass Retail,3,10,1100,75000,69,239,16000,1400000,13.5,Low Risk
CUST103392,IDFC First Bank,Business,10,40,427200,2500000,193,968,8335000,52740000,19.1,Low Risk
CUST103393,Bank of India,Business,4,43,213400,1000000,89,895,5259000,24230000,16.2,Low Risk
CUST103394,Canara Bank,Mass Retail,1,9,10500,25000,20,193,201000,530000,27.0,Low Risk
CUST103395,IndusInd Bank,Business,16,48,164600,1500000,372,1245,3415000,35920000,19.7,Low Risk
CUST103396,HDFC Bank,SME,8,37,701400,1500000,131,800,14539000,30440000,35.0,Low Risk
CUST103397,ICICI Bank,Business,11,44,124200,5000000,221,1070,2214000,101880000,11.2,Low Risk
CUST103398,Axis Bank,Business,94,84,4111100,5000000,2282,1862,127148000,121340000,104.1,High Risk
CUST103399,Kotak Mahindra Bank,Mass Retail,3,13,4200,25000,60,319,89000,520000,18.8,Low Risk
CUST103400,Canara Bank,Affluent,1,18,68300,300000,24,439,1271000,7060000,13.9,Low Risk
CUST103401,HDFC Bank,Mass Retail,12,11,46700,50000,347,260,749000,980000,100.6,High Risk
CUST103402,HDFC Bank,Mass Retail,7,13,126100,100000,226,325,2490000,2460000,90.8,High Risk
CUST103403,IDFC First Bank,SME,2,40,198800,750000,58,1023,3710000,16520000,16.1,Low Risk
CUST103404,Kotak Mahindra Bank,Mass Retail,1,8,8800,25000,22,184,207000,580000,25.2,Low Risk
CUST103405,Yes Bank,Premium,22,28,396400,500000,650,579,8761000,9310000,90.5,High Risk
CUST103406,State Bank of India,Business,39,84,530800,1000000,721,1830,9234000,21450000,45.6,Low-Medium Risk
CUST103407,Indian Bank,Business,10,86,183800,1500000,233,2091,4296000,36460000,11.8,Low Risk
CUST103408,Union Bank of India,SME,21,48,212200,1500000,503,1131,3781000,36210000,26.1,Low Risk
CUST103409,Kotak Mahindra Bank,Mass Retail,3,7,2400,25000,50,142,41000,460000,22.5,Low Risk
CUST103410,ICICI Bank,Mass Retail,7,10,46800,50000,125,194,1232000,1010000,90.0,High Risk
CUST103411,Punjab National Bank,Mass Retail,4,11,11000,25000,106,262,204000,530000,39.7,Low Risk
CUST103412,State Bank of India,Mass Retail,6,11,91000,75000,142,228,1958000,1440000,97.7,High Risk
CUST103413,IDFC First Bank,Mass Retail,1,13,28700,100000,27,292,529000,2310000,18.3,Low Risk
CUST103414,State Bank of India,Mass Retail,2,13,11200,75000,40,315,170000,1450000,13.7,Low Risk
CUST103415,Bank of Baroda,Premium,6,34,412900,1000000,109,780,8156000,20430000,29.7,Low Risk
CUST103416,Axis Bank,Affluent,7,19,509800,400000,183,372,13288000,9060000,95.6,High Risk
CUST103417,Canara Bank,Mass Retail,1,10,12700,75000,14,203,277000,1600000,13.3,Low Risk
CUST103418,Bank of India,Premium,10,30,23100,500000,210,616,551000,11580000,17.5,Low Risk
CUST103419,State Bank of India,Mass Retail,4,10,16700,25000,53,208,424000,620000,52.1,Low-Medium Risk
CUST103420,Kotak Mahindra Bank,Mass Retail,7,12,1900,40000,168,275,36000,750000,29.0,Low Risk
CUST103421,Yes Bank,Premium,5,30,214300,750000,88,676,4744000,17230000,22.6,Low Risk
CUST103422,Bank of India,Affluent,3,17,141600,400000,57,347,1932000,7840000,24.3,Low Risk
CUST103423,Union Bank of India,Premium,30,27,98700,300000,480,526,2341000,6270000,64.0,Low-Medium Risk
CUST103424,Canara Bank,Mass Retail,2,8,300,40000,28,162,6000,730000,9.8,Low Risk
CUST103425,Indian Bank,Business,9,87,342900,2500000,199,2252,6726000,47380000,12.0,Low Risk
CUST103426,HDFC Bank,Affluent,3,12,239700,400000,71,267,4697000,8100000,44.5,Low-Medium Risk
CUST103427,IndusInd Bank,Affluent,3,17,7100,150000,86,426,107000,3060000,10.6,Low Risk
CUST103428,IDFC First Bank,Affluent,1,12,33200,200000,25,299,704000,4860000,12.2,Low Risk
CUST103429,Axis Bank,Business,67,76,46300,2500000,1931,1716,859000,57980000,45.1,Low-Medium Risk
CUST103430,Bank of Baroda,Affluent,5,13,28100,100000,118,311,729000,2480000,32.7,Low Risk
CUST103431,ICICI Bank,Affluent,11,12,47400,400000,211,244,1105000,8880000,45.9,Low-Medium Risk
CUST103432,IDFC First Bank,SME,42,35,1095800,1500000,892,834,20361000,29540000,89.7,Medium Risk
CUST103433,ICICI Bank,Premium,11,29,36800,300000,215,606,659000,6090000,22.5,Low Risk
CUST103434,Canara Bank,Affluent,6,13,200,100000,144,323,4000,2020000,20.0,Low Risk
CUST103435,ICICI Bank,Premium,10,25,18700,500000,136,490,252000,10140000,16.6,Low Risk
CUST103436,Canara Bank,Mass Retail,1,9,3000,40000,30,220,46000,910000,9.1,Low Risk
CUST103437,Federal Bank,Mass Retail,2,10,14400,75000,31,197,326000,1630000,18.8,Low Risk
CUST103438,Canara Bank,Affluent,3,18,45300,200000,80,453,639000,4140000,18.3,Low Risk
CUST103439,Union Bank of India,SME,5,46,26100,200000,103,972,504000,3810000,12.1,Low Risk
CUST103440,Punjab National Bank,SME,45,50,98800,1500000,1299,1179,2015000,27230000,47.9,Low-Medium Risk
CUST103441,ICICI Bank,Mass Retail,1,10,30100,75000,20,224,484000,1460000,24.6,Low Risk
CUST103442,Axis Bank,Affluent,4,13,200400,400000,98,280,2886000,7500000,39.2,Low Risk
CUST103443,Canara Bank,Mass Retail,0,6,8000,25000,8,141,170000,590000,18.4,Low Risk
CUST103444,IDFC First Bank,SME,2,26,244500,750000,64,666,3875000,14090000,21.0,Low Risk
